player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Chris Williams,87178,DI,CHI,17,3,0,6,0,,,3.6,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,33.3,28,2,1,0,0,0,0,0.0,,0,0,,,1.2,,,0,0,,60.3,0,,100.0,2,0,0.0,0,2,66.7,166,2,0,0,0,0,0,0.0,
Gabriel Murphy,89099,ED,MIN,2,2,0,18,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,62.3,0,,,0,0,0.0,0,2,100.0,14,0,0,0,0,0,0,0.0,
Charles Woods,89148,CB,LA,2,6,0,26,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,5,83.3,5,0,0,0,0,0,0,0.0,
Kyle Dugger,90621,S,NE,13,406,0,19,4,7.4,70.0,92.7,22.9,16.0,0,0,0.0,58.5,0,23,16.7,3,0,115.4,7,177,43.6,191,3,11,10,1,52,15,0.3,7.4,0,0,9.4,80.6,92.3,7.2,5.8,0,2,6.5,31.1,0,56,4.2,1,0,138.7,25,191,47.0,207,8,23,31,3,296,123,1.6,11.8
Brodric Martin,91288,DI,DET,2,1,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,
Daniel Hardy,91336,ED,CHI,7,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,4.8,,,0,0,,63.8,0,,0.0,0,0,0.0,0,1,100.0,21,1,1,0,0,0,0,0.0,
E.J. Speed,94351,LB,IND,15,508,0,14,0,-1.6,57.1,80.8,15.3,8.7,0,1,14.3,76.8,0,12,25.0,1,1,62.2,4,63,12.4,78,2,3,7,0,21,28,0.3,5.3,0,13,3.2,88.3,90.1,6.5,5.7,0,2,3.3,43.4,1,32,13.0,7,2,101.4,53,363,71.5,403,11,34,60,1,520,381,1.5,9.8
Anthony Pittman,94372,LB,DET,2,7,0,11,0,,,60.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,42.9,5,0,0,0,0,0,0,0.0,,0,0,7.0,100.0,50.0,2.0,2.0,0,0,0.0,32.4,0,20,,0,0,118.8,1,3,42.9,6,0,0,1,0,20,13,10.0,20.0
Mike Sainristil,97180,CB,WAS,17,587,0,32,1,12.0,63.4,100.0,7.4,4.7,0,7,17.1,58.9,2,31,8.0,2,4,91.2,26,212,36.1,212,3,22,41,3,317,92,1.6,12.2,0,6,9.1,64.1,98.4,11.9,7.6,0,5,12.8,66.1,0,41,14.6,6,4,95.7,25,312,53.2,317,13,29,39,1,296,162,1.0,11.8
Reddy Steward,97289,CB,CHI,1,10,0,6,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,1,0,0,0,0,0,0,0.0,,0,0,8.3,66.7,88.9,4.0,2.7,0,0,0.0,72.2,0,21,0.0,0,0,109.7,2,8,80.0,9,0,1,3,0,39,18,4.9,19.5
Dell Pettus,97290,S,NE,14,207,0,19,0,11.3,66.7,96.3,24.0,16.0,0,1,16.7,69.0,0,29,0.0,0,1,88.9,4,105,50.7,109,3,4,6,0,45,16,0.5,11.3,0,1,4.2,66.7,97.6,20.0,13.3,0,1,16.7,71.5,0,13,0.0,0,1,79.2,4,82,39.6,84,0,4,6,0,31,23,0.4,7.8
Thomas Harper,97325,S,LV,13,145,0,23,1,8.5,0.0,90.9,,18.5,0,0,0.0,74.9,1,,0.0,0,0,0.0,0,40,27.6,44,0,1,2,0,0,0,0.0,,0,1,6.3,75.0,98.9,13.3,10.0,0,0,0.0,70.5,0,19,12.5,1,0,100.5,6,87,60.0,88,4,6,8,0,69,31,0.9,11.5
Cameron Mitchell,97340,CB,CLV,16,229,0,8,0,9.3,57.9,100.0,10.0,5.8,0,2,10.5,53.4,0,32,36.4,4,2,112.2,11,115,50.2,115,2,7,19,2,122,48,1.1,11.1,0,2,7.6,85.7,94.1,7.6,6.5,0,1,7.1,56.5,0,29,27.3,3,1,103.9,12,95,41.5,101,2,6,14,0,125,69,1.4,10.4
Dadrion Taylor-Demerson,97348,S,ARZ,14,161,0,1,1,4.6,60.0,95.1,12.7,7.6,0,1,20.0,69.3,0,46,0.0,0,1,98.8,3,39,24.2,41,1,5,5,0,56,48,1.5,18.7,0,0,8.0,83.3,92.2,10.2,8.5,0,3,25.0,68.7,0,29,26.7,4,2,103.5,10,107,66.5,116,5,11,12,0,106,28,1.0,10.6
Christian Roland-Wallace,97374,CB,KC,8,132,0,16,0,12.6,75.0,85.0,5.3,4.0,0,0,0.0,49.6,1,32,0.0,0,0,109.4,6,34,25.8,40,1,5,8,1,86,13,2.7,14.3,0,2,2.2,100.0,85.7,6.1,6.1,0,0,0.0,65.8,0,24,0.0,0,0,106.3,10,66,50.0,77,2,11,10,0,95,73,1.6,9.5
Jarrian Jones,97486,CB,JAX,17,458,0,15,1,10.1,47.4,96.0,17.1,8.1,0,5,26.3,73.6,0,22,30.0,3,4,62.2,9,169,36.9,176,3,6,19,0,94,47,0.6,10.4,0,1,4.0,84.6,99.2,6.8,5.7,0,3,7.7,51.3,1,39,29.0,9,2,93.4,33,238,52.0,240,8,21,39,0,350,254,1.6,10.6
Nick Cross,97514,S,IND,17,629,0,14,1,4.6,70.0,95.7,11.7,8.2,0,1,10.0,69.9,0,31,0.0,0,1,121.2,7,88,14.0,92,2,10,10,1,66,38,0.8,9.4,0,10,8.0,73.3,97.2,13.0,9.5,0,1,2.2,63.8,3,47,17.3,9,1,87.3,33,451,71.7,464,12,33,45,3,320,201,0.7,9.7
Dax Hill,97519,CB,CIN,5,140,0,7,0,12.7,55.6,100.0,8.0,4.4,0,0,0.0,55.4,0,27,0.0,0,0,110.4,5,43,30.7,43,1,3,9,1,54,17,1.4,10.8,0,2,4.6,55.6,97.5,15.2,8.4,0,1,11.1,67.1,0,9,22.2,2,1,62.7,5,79,56.4,81,3,5,9,0,31,27,0.4,6.2
Drake Thomas,97525,LB,SEA,4,21,0,29,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,2,0,0,0,0,0,0,,,0,2,7.0,75.0,93.8,4.7,3.5,0,0,0.0,29.3,0,17,33.3,1,0,107.3,3,15,71.4,16,0,0,4,0,41,12,2.9,13.7
Tyrique Stevenson,97562,CB,CHI,16,442,0,6,0,11.0,53.3,100.0,7.9,4.2,0,2,13.3,65.3,1,29,0.0,0,2,75.4,8,65,14.7,65,0,6,15,1,124,40,2.0,15.5,0,3,11.3,54.8,100.0,9.8,5.4,1,8,12.9,59.8,1,61,12.8,5,8,80.0,34,345,78.1,345,8,31,62,2,420,96,1.3,12.4
Elijah Chatman,97568,DI,NYG,17,4,0,21,0,,,1.1,,,0,0,,59.5,0,,0.0,0,0,0.0,0,1,25.0,91,1,1,0,0,0,0,0.0,,0,1,,,1.4,,,0,0,,60.8,0,,0.0,0,0,0.0,0,2,50.0,147,1,1,0,0,0,0,0.0,
Josh Wallace,97676,CB,LA,11,77,0,26,0,13.8,25.0,85.0,17.0,4.3,0,1,25.0,47.9,0,11,0.0,0,1,39.6,1,17,22.1,20,0,1,4,0,11,5,0.6,11.0,0,1,5.0,70.0,94.0,6.4,4.5,0,1,10.0,58.9,0,12,25.0,2,0,112.1,7,47,61.0,50,3,5,10,1,44,40,1.0,6.3
Brandon Joseph,97680,S,DET,8,133,0,11,0,9.0,0.0,100.0,,40.0,0,1,100.0,68.2,0,,0.0,0,0,39.6,0,49,36.8,49,0,4,1,0,0,0,0.0,,0,1,20.0,100.0,100.0,58.0,58.0,0,0,0.0,49.8,0,32,0.0,0,0,118.8,1,62,46.6,62,1,4,1,0,32,12,0.6,32.0
Alex Austin,97683,CB,NE,6,131,0,19,0,8.5,50.0,100.0,14.0,7.0,0,3,37.5,74.3,0,10,33.3,1,3,102.1,4,59,45.0,59,0,2,8,1,36,22,0.6,9.0,0,1,23.4,25.0,100.0,28.0,7.0,0,2,25.0,52.8,0,13,0.0,0,2,40.1,2,57,43.5,57,1,4,8,0,25,5,0.4,12.5
Dorian Williams,97694,LB,BUF,15,317,0,4,0,2.1,62.5,53.8,7.2,4.5,0,0,0.0,43.3,0,22,33.3,2,0,72.4,5,43,13.6,80,1,4,8,0,35,34,1.0,7.0,0,8,4.1,86.0,94.8,5.2,4.5,0,0,0.0,44.5,0,27,7.9,3,0,118.5,37,201,63.4,212,12,27,43,3,295,148,1.5,8.0
Ronnie Hickman Jr.,97702,S,CLV,14,278,0,8,4,2.0,100.0,96.2,121.0,121.0,0,0,0.0,68.5,0,4,10.5,2,0,83.3,1,127,45.7,132,2,13,1,0,4,2,0.0,4.0,0,3,16.9,66.7,99.3,21.8,14.6,0,0,0.0,64.5,0,23,12.5,1,0,85.4,6,138,49.6,139,1,4,9,0,60,52,0.5,10.0
Storm Duck,97705,CB,MIA,10,230,0,17,0,10.7,78.6,100.0,4.3,3.4,0,1,7.1,43.9,0,29,0.0,0,1,125.6,11,52,22.6,52,4,8,14,1,118,9,2.5,10.7,0,3,10.9,69.2,100.0,15.4,10.7,0,1,7.7,57.6,0,46,33.3,5,0,97.3,9,144,62.6,144,4,7,13,0,117,41,0.8,13.0
Omar Speights,97723,LB,LA,10,199,0,26,0,,,82.1,,,0,0,,51.9,0,,50.0,1,0,0.0,0,23,11.6,28,0,1,0,0,0,0,0.0,,0,5,3.8,81.0,92.7,7.8,6.3,1,2,9.5,66.1,0,17,8.7,2,2,92.7,17,139,69.8,150,7,16,21,0,131,82,1.0,7.7
Mohamed Kamara,97731,ED,MIA,4,3,0,17,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,-1.0,100.0,25.0,3.0,3.0,0,0,0.0,30.3,0,11,100.0,1,0,112.5,1,3,100.0,12,0,0,1,0,11,12,3.7,11.0
Javon Solomon,97821,ED,BUF,10,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,1,0,0,0,0,0,,,0,0,,,2.1,,,0,0,,60.7,0,,66.7,2,0,0.0,0,1,50.0,48,2,1,0,0,0,0,0.0,
Martin Emerson Jr.,97872,CB,CLV,17,503,0,8,3,13.7,63.0,100.0,6.3,4.0,0,2,4.3,27.5,0,41,17.4,4,0,123.9,29,197,39.2,197,4,16,46,5,365,97,2.0,12.6,0,6,12.4,57.7,100.0,16.2,9.3,1,3,11.5,74.4,0,35,6.1,2,2,90.9,15,258,51.3,258,5,25,26,1,174,42,0.7,11.6
Tyler Nubin,97895,S,NYG,13,440,0,21,0,5.8,60.0,96.5,21.2,12.7,0,1,10.0,56.1,0,28,14.3,2,1,72.5,6,139,31.6,144,1,12,10,0,49,26,0.4,8.2,0,8,7.0,85.7,98.0,20.2,17.3,0,0,0.0,62.9,0,42,5.7,2,0,110.1,12,249,56.6,254,6,25,14,0,146,48,0.6,12.2
Derick Hall,98130,ED,SEA,17,36,0,29,0,,,8.5,,,0,0,,72.4,0,,0.0,0,0,0.0,0,10,27.8,118,2,2,0,0,0,0,0.0,,0,2,0.0,100.0,9.1,20.0,20.0,0,0,0.0,74.2,0,1,25.0,2,0,79.2,1,20,55.6,220,5,4,1,0,1,1,0.1,1.0
Jordan Magee,98155,LB,WAS,3,6,0,32,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,,0,0,0.0,0.0,83.3,,4.0,0,0,0.0,63.4,0,,,0,0,39.6,0,5,83.3,6,0,0,1,0,0,0,0.0,
Jalen Graham,98165,LB,SF,4,8,0,28,0,,,33.3,,,0,0,,60.9,0,,,0,0,0.0,0,2,25.0,6,0,0,0,0,0,0,0.0,,0,2,5.0,100.0,100.0,5.0,5.0,0,0,0.0,68.0,0,5,0.0,0,0,87.5,1,6,75.0,6,0,0,1,0,5,0,1.0,5.0
DeWayne Carter,98175,DI,BUF,11,1,0,4,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,36,0,1,0,0,0,0,,,0,0,,,1.0,,,0,0,,61.8,0,,0.0,0,0,0.0,0,1,100.0,96,1,1,0,0,0,0,0.0,
Derek Stingley Jr.,98253,CB,HST,17,636,0,13,0,14.9,35.1,100.0,12.2,4.3,1,4,10.8,59.5,4,56,0.0,0,3,26.5,13,172,27.0,172,3,10,37,1,228,118,1.4,17.5,0,5,12.3,55.0,100.0,16.3,9.0,2,7,17.5,75.6,1,12,13.3,4,5,61.5,22,377,59.3,377,8,21,40,1,150,74,0.4,6.8
Colby Wooden,98312,DI,GB,12,2,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,23,0,0,0,0,0,0,,,0,0,,,1.9,,,0,0,,54.4,0,,0.0,0,0,0.0,0,2,100.0,108,0,1,0,0,0,0,0.0,
Alex Wright,98318,ED,CLV,4,5,0,8,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,23,0,0,0,0,0,0,,,0,1,6.0,100.0,10.3,4.0,4.0,0,0,0.0,63.2,0,14,0.0,0,0,118.8,1,4,80.0,39,2,3,1,0,14,8,3.5,14.0
George Karlaftis,98319,ED,KC,16,26,0,16,0,,,1.7,,,0,0,,60.1,0,,,0,0,0.0,0,3,11.5,175,4,0,0,0,0,0,0.0,,0,2,5.5,75.0,6.7,6.7,5.0,0,0,0.0,56.2,0,15,28.6,2,0,94.8,3,20,76.9,299,3,3,4,0,29,12,1.5,9.7
Marshawn Kneeland,98344,ED,DAL,11,6,0,9,0,,,2.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,34,0,0,0,0,0,0,0.0,,0,0,-2.0,100.0,5.2,5.0,5.0,0,0,0.0,62.2,0,7,0.0,0,0,95.8,1,5,83.3,96,1,2,1,0,7,9,1.4,7.0
Kayvon Thibodeaux,98444,ED,NYG,12,7,0,21,0,,,2.7,,,0,0,,61.3,0,,,0,0,0.0,0,3,42.9,110,0,0,0,0,0,0,0.0,,0,1,6.0,100.0,1.9,4.0,4.0,0,0,0.0,51.2,0,10,40.0,2,0,108.3,1,4,57.1,213,8,2,1,0,10,4,2.5,10.0
Tatum Bethune,98532,LB,SF,3,23,0,28,0,,,100.0,,,0,0,,64.6,0,,,0,0,0.0,0,5,21.7,5,0,0,0,0,0,0,0.0,,0,1,32.0,0.0,94.1,,15.0,0,0,0.0,75.8,0,,0.0,0,0,39.6,0,16,69.6,17,0,0,1,0,0,0,0.0,
Anfernee Orji,98568,LB,NO,7,52,0,20,0,0.0,100.0,60.0,9.0,9.0,0,0,0.0,69.1,0,15,0.0,0,0,118.8,1,9,17.3,15,0,3,1,0,15,15,1.7,15.0,0,1,2.4,80.0,87.5,8.3,6.6,0,0,0.0,50.7,0,8,25.0,1,0,85.0,4,35,67.3,40,1,2,5,0,22,18,0.7,5.5
Swayze Bozeman,98634,LB,KC,1,4,0,16,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Kaiir Elam,98693,CB,BUF,8,198,0,4,0,15.5,62.5,100.0,8.2,5.1,0,1,12.5,43.5,0,28,0.0,0,1,143.2,5,47,23.7,47,0,2,8,1,95,18,2.3,19.0,0,3,7.9,85.7,99.1,9.0,7.7,0,0,0.0,72.6,0,28,0.0,0,0,102.4,12,113,57.1,114,8,12,14,0,120,29,1.1,10.0
Mohamoud Diabate,98780,LB,CLV,13,264,0,8,0,-3.0,50.0,78.3,76.0,38.0,0,0,0.0,66.6,0,10,33.3,1,0,64.6,1,83,31.4,106,2,2,2,0,10,9,0.1,10.0,0,10,6.1,46.2,88.5,23.3,10.8,0,2,15.4,40.9,0,16,26.1,6,2,55.6,6,146,55.3,165,2,7,13,0,47,24,0.3,7.8
Ty'Ron Hopper,98781,LB,GB,2,11,0,12,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,1.3,66.7,100.0,5.5,3.7,0,0,0.0,53.1,0,10,0.0,0,0,78.5,2,11,100.0,11,0,1,3,0,15,8,1.4,7.5
Jay Ward,98833,S,MIN,4,17,0,18,0,4.0,0.0,50.0,,4.0,0,1,100.0,82.3,0,,,0,1,39.6,0,4,23.5,8,0,0,1,0,0,0,0.0,,0,0,,,92.3,,,0,0,,49.0,0,,,0,0,0.0,0,12,70.6,13,0,0,0,0,0,0,0.0,
Cor'Dale Flott,98834,CB,NYG,14,358,0,21,1,11.4,50.0,100.0,10.1,5.0,0,4,18.2,60.9,0,36,0.0,0,3,85.4,11,120,33.5,120,1,8,22,1,140,41,1.3,12.7,0,2,6.3,100.0,98.5,11.1,11.1,0,0,0.0,58.9,0,34,19.2,5,0,109.3,17,198,55.3,201,7,19,17,0,174,67,0.9,10.2
Jammie Robinson,98836,S,ARZ,1,11,0,1,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-2.0,100.0,100.0,11.0,11.0,0,0,0.0,43.2,0,9,0.0,0,0,104.2,1,11,100.0,11,0,1,1,0,9,11,0.8,9.0
Cam Smith,98837,CB,MIA,6,103,0,17,0,10.4,66.7,100.0,4.2,2.8,0,0,0.0,29.2,0,22,0.0,0,0,123.8,6,27,26.2,27,1,5,9,1,63,5,2.5,10.5,0,0,6.8,100.0,100.0,6.6,6.6,0,0,0.0,39.0,0,21,9.1,1,0,109.7,9,64,62.1,64,2,10,9,0,93,32,1.6,10.3
Jaylen McCollough,98845,S,LA,15,242,0,26,2,3.0,40.0,95.2,36.0,14.4,0,0,0.0,61.6,2,11,0.0,0,0,11.7,2,79,32.6,83,0,3,5,0,19,10,0.3,9.5,0,2,9.6,83.3,91.4,11.1,9.3,0,0,0.0,54.5,0,19,6.3,1,0,134.7,10,117,48.3,128,7,13,12,2,82,19,0.7,8.2
Demani Richardson,98852,S,CAR,7,206,0,5,0,23.0,33.3,97.3,34.0,11.3,0,0,0.0,47.2,0,11,0.0,0,0,45.1,1,36,17.5,37,0,1,3,0,11,0,0.3,11.0,0,2,8.7,76.9,95.3,11.2,8.6,0,1,7.7,62.7,0,39,0.0,0,0,104.0,10,121,58.7,127,3,18,13,0,118,38,1.1,11.8
Jordan Battle,98857,S,CIN,15,281,0,7,2,10.1,50.0,88.1,16.5,8.3,0,2,25.0,64.1,1,27,9.1,1,1,31.8,4,74,26.3,84,2,8,8,0,53,14,0.8,13.3,0,2,7.6,88.9,93.3,18.6,16.6,0,0,0.0,50.7,0,17,15.0,3,0,101.4,8,154,54.8,165,2,15,9,0,75,25,0.5,9.4
Nehemiah Pritchett,98875,CB,SEA,5,99,0,29,0,9.1,50.0,100.0,6.0,3.0,0,1,12.5,57.2,0,9,0.0,0,1,95.8,4,25,25.3,25,1,2,8,1,24,0,1.0,6.0,0,0,14.1,66.7,100.0,9.2,6.1,0,0,0.0,29.9,0,50,42.9,3,0,109.7,6,58,58.6,58,0,4,9,0,142,63,2.6,23.7
AJ Finley,98887,S,SEA,5,37,0,29,0,16.0,50.0,100.0,6.0,3.0,0,1,50.0,53.3,0,38,0.0,0,0,95.8,1,7,18.9,7,0,1,2,0,38,17,6.3,38.0,0,0,3.5,100.0,96.4,13.5,13.5,0,0,0.0,74.0,0,7,0.0,0,0,87.5,2,27,73.0,28,1,2,2,0,10,3,0.4,5.0
Deantre Prince,98888,CB,JAX,6,53,0,15,0,15.5,50.0,100.0,10.0,5.0,0,0,0.0,34.4,0,27,50.0,1,0,135.4,2,21,39.6,21,0,1,4,1,52,27,2.6,26.0,0,2,13.0,50.0,100.0,13.0,6.5,0,1,25.0,86.2,0,6,0.0,0,1,56.3,2,28,52.8,28,0,3,4,0,12,2,0.5,6.0
Brandin Echols,98900,CB,NYJ,11,243,0,22,0,12.0,45.5,100.0,11.2,5.1,0,0,0.0,63.6,0,11,14.3,1,0,85.0,5,64,26.3,64,2,6,11,1,39,16,0.7,7.8,0,0,17.5,68.2,100.0,8.8,6.0,0,0,0.0,53.9,1,44,11.8,2,0,110.8,15,142,58.4,142,0,15,22,2,214,49,1.6,14.3
Zacch Pickens,98911,DI,CHI,9,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,1,,,1.2,,,0,0,,59.3,0,,0.0,0,0,0.0,0,1,100.0,81,1,0,0,0,0,0,0.0,
DeMarvin Leal,98919,ED,PIT,5,2,0,25,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,6,0,1,0,0,0,0,,,0,0,,,10.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,100.0,20,0,0,0,0,0,0,0.0,
Travon Walker,98940,ED,JAX,17,16,0,15,0,,,1.9,,,0,0,,60.9,0,,0.0,0,0,0.0,0,4,25.0,209,4,1,0,0,0,0,0.0,,0,1,-2.5,100.0,3.4,4.0,4.0,0,0,0.0,59.9,0,11,42.9,3,0,97.9,2,10,62.5,294,9,3,2,0,15,20,1.9,7.5
Isaiah McGuire,98948,ED,CLV,16,10,0,8,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,96,2,1,0,0,0,0,,,0,1,2.7,33.3,8.2,10.0,3.3,0,0,0.0,58.2,0,12,25.0,1,0,46.5,1,10,100.0,122,1,2,3,0,12,10,1.2,12.0
Henry To'oTo'o,98982,LB,HST,15,436,0,13,0,-3.3,100.0,68.5,11.9,11.9,0,0,0.0,65.8,0,17,25.0,1,0,96.4,7,89,20.4,130,2,3,7,0,50,73,0.6,7.1,0,8,4.4,82.4,95.9,9.6,7.9,0,0,0.0,55.3,1,30,8.3,3,0,98.5,28,284,65.1,296,8,25,34,1,280,167,1.0,10.0
Christian Harris,98996,LB,HST,3,93,0,13,0,1.5,100.0,67.6,9.5,9.5,0,0,0.0,59.0,0,36,33.3,1,0,118.8,2,23,24.7,34,2,2,2,0,40,37,2.1,20.0,0,3,2.8,76.9,98.5,6.0,4.6,0,0,0.0,44.6,0,67,22.2,2,0,116.2,10,66,71.0,67,1,4,13,0,156,125,2.6,15.6
Owen Pappoe,99006,LB,ARZ,11,68,0,1,0,-2.0,66.7,50.0,7.5,5.0,0,1,33.3,89.6,0,4,50.0,1,1,70.1,2,15,22.1,30,1,1,3,0,8,11,0.5,4.0,0,1,6.3,83.3,83.0,4.3,3.6,0,2,16.7,66.6,0,17,25.0,3,1,98.6,10,44,64.7,53,4,8,12,0,92,45,2.1,9.2
Nolan Smith,99014,ED,PHI,16,45,0,24,2,9.0,100.0,12.3,8.0,8.0,0,0,0.0,56.5,0,2,0.0,0,0,118.8,1,10,22.2,81,1,1,1,1,2,0,0.3,2.0,0,2,9.0,100.0,16.8,13.5,13.5,0,0,0.0,56.3,0,15,20.0,1,0,118.8,2,28,62.2,167,8,2,2,0,25,7,0.9,12.5
Jermaine Johnson,99015,ED,NYJ,2,1,0,22,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,16,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,26,0,0,0,0,0,0,,
Nakobe Dean,99018,LB,PHI,15,478,0,24,1,2.7,80.0,75.7,12.1,9.7,0,0,0.0,81.6,1,49,30.0,3,0,100.8,8,106,22.2,140,4,6,10,1,97,84,1.0,12.1,0,4,5.9,79.3,89.9,10.3,8.2,2,1,3.4,41.4,0,70,10.7,3,1,125.1,23,249,52.1,277,8,21,29,1,327,188,1.4,14.2
T'Vondre Sweat,99321,DI,TEN,17,12,0,31,0,,,10.1,,,0,0,,56.5,0,,,0,0,0.0,0,10,83.3,99,0,0,0,0,0,0,0.0,,0,1,,,0.5,,,0,0,,67.2,0,,33.3,1,0,0.0,0,1,8.3,207,2,1,0,0,0,0,0.0,
Jordan Jefferson,99325,DI,JAX,8,1,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,3.1,,,0,0,,59.8,0,,,0,0,0.0,0,1,100.0,32,1,0,0,0,0,0,0.0,
Dee Winters,99376,LB,SF,15,180,0,28,0,7.0,100.0,78.8,25.0,25.0,0,0,0.0,43.1,0,19,,0,0,118.8,1,26,14.4,33,0,0,1,0,19,12,0.8,19.0,0,5,4.4,73.1,94.7,7.2,5.3,1,4,15.4,84.6,0,28,0.0,0,3,84.9,19,142,78.9,150,5,12,26,0,137,92,1.0,7.2
Tykee Smith,99500,CB,TB,13,415,0,30,0,4.1,87.5,96.1,6.4,5.6,0,1,12.5,47.1,0,18,16.7,1,1,96.9,7,49,11.8,51,0,5,8,0,58,29,1.3,8.3,0,4,5.6,64.2,86.2,9.3,6.0,0,4,7.5,73.5,1,40,12.5,4,3,89.0,34,330,79.5,383,11,24,53,3,286,140,0.9,8.4
Garrett Williams,99723,CB,ARZ,16,514,0,1,0,8.8,57.1,99.1,9.3,5.3,0,1,4.8,50.7,0,44,11.1,1,1,94.7,12,116,22.6,117,0,8,21,1,147,50,1.3,12.3,0,1,6.8,61.8,98.0,15.2,9.4,2,5,14.7,90.6,2,27,4.8,1,4,49.4,21,337,65.6,344,7,19,34,0,166,147,0.5,7.9
Jarvis Brownlee Jr.,99734,CB,TEN,17,508,0,31,0,8.3,52.2,99.1,9.0,4.7,0,6,26.1,58.4,0,57,37.5,3,5,113.4,12,116,22.8,117,2,5,23,3,156,96,1.4,13.0,0,1,10.7,73.3,99.3,8.8,6.4,2,2,4.4,50.7,1,56,12.0,3,1,101.2,33,305,60.0,307,5,21,45,1,430,159,1.5,13.0
Andrew Booth Jr.,99744,CB,DAL,5,62,0,9,0,8.5,75.0,100.0,3.2,2.4,0,1,12.5,29.5,0,25,25.0,1,1,147.4,6,22,35.5,22,2,3,8,2,83,34,4.4,13.8,0,0,12.7,77.8,100.0,4.0,3.1,0,0,0.0,29.7,0,49,0.0,0,0,118.8,7,34,54.8,34,0,5,9,0,149,43,5.3,21.3
SirVocea Dennis,99767,LB,TB,4,64,0,30,1,,,45.5,,,0,0,,79.6,0,,0.0,0,0,0.0,0,5,7.8,11,0,0,0,0,0,0,0.0,,0,2,1.7,100.0,82.5,7.0,7.0,0,0,0.0,69.3,0,11,23.1,3,0,98.2,7,52,81.3,63,6,8,7,0,53,41,1.1,7.6
